cfg_id;bow;bigram;lemmatize;remove_stopwords;rating;length;tense;sentiment1;sentiment2;db_comment_column_name;1_fold;2_fold;3_fold;4_fold;5_fold;6_fold;7_fold;8_fold;9_fold;10_fold
bow-lemmatize-rating;True;False;True;False;True;False;False;False;False;lemmatized_comment;0.6382978723404256;0.6805555555555556;0.5886524822695035;0.7194244604316546;0.6268656716417911;0.6693548387096774;0.6644736842105263;0.6758620689655173;0.6793893129770993;0.6461538461538462
bow-rating-sentiment1;True;False;False;False;True;False;False;True;False;comment;0.6893939393939394;0.7142857142857143;0.7109375;0.5939849624060151;0.6774193548387096;0.6923076923076923;0.6618705035971223;0.6830985915492958;0.6762589928057554;0.632258064516129
bow-rating-tense-sentiment1;True;False;False;False;True;False;True;True;False;comment;0.6642857142857143;0.6666666666666666;0.7;0.7611940298507462;0.706766917293233;0.7089552238805971;0.6461538461538462;0.7401574803149606;0.6742424242424242;0.6690647482014388
bigram-rating-sentiment1;False;True;False;False;True;False;False;True;False;comment;0.7846153846153846;0.8571428571428571;0.8484848484848485;0.8571428571428571;0.7818181818181819;0.7796610169491526;0.8813559322033898;0.8;0.8793103448275862;0.7941176470588235
bigram-lemmatize-remove_stopwords-rating-tense-sentiment2;False;True;True;True;True;False;True;False;True;stopwords_removal_lemmatization;0.8311688311688312;0.7926829268292683;0.7816091954022989;0.8108108108108109;0.9259259259259259;0.7702702702702703;0.8356164383561644;0.782051282051282;0.8055555555555556;0.7916666666666666
bow-bigram-tense-sentiment1;True;True;False;False;False;False;True;True;False;comment;0.7628865979381443;0.6605504587155964;0.7804878048780488;0.8333333333333334;0.75;0.768595041322314;0.7;0.6635514018691588;0.78;0.7327586206896551
bow-bigram-lemmatize-rating-tense;True;True;True;False;True;False;True;False;False;lemmatized_comment;0.7614678899082569;0.8035714285714286;0.8468468468468469;0.7807017543859649;0.7786885245901639;0.7818181818181819;0.75;0.7410714285714286;0.7222222222222222;0.8103448275862069
bow-bigram-remove_stopwords-rating-tense-sentiment1;True;True;False;True;True;False;True;True;False;stopwords_removal;0.7398373983739838;0.7165354330708661;0.7457627118644068;0.7424242424242424;0.7542372881355932;0.782258064516129;0.6825396825396826;0.7557251908396947;0.7478260869565218;0.7327586206896551
bow-lemmatize-remove_stopwords-rating-tense-sentiment1;True;False;True;True;True;False;True;True;False;stopwords_removal_lemmatization;0.6533333333333333;0.6616541353383458;0.7142857142857143;0.6515151515151515;0.7463768115942029;0.6690140845070423;0.717391304347826;0.71900826446281;0.6808510638297872;0.7593984962406015
bow-lemmatize-remove_stopwords-rating-tense-sentiment2;True;False;True;True;True;False;True;False;True;stopwords_removal_lemmatization;0.635036496350365;0.7278911564625851;0.6893939393939394;0.6739130434782609;0.7338709677419355;0.7021276595744681;0.7350427350427351;0.7428571428571429;0.7175572519083969;0.7205882352941176
