cfg_id;bow;bigram;lemmatize;remove_stopwords;rating;length;tense;sentiment1;sentiment2;db_comment_column_name;Mean_Precision;Mean_Recall;Mean_F1Score;Mean_Time
bow-lemmatize-rating;True;False;True;False;True;False;False;False;False;lemmatized_comment;0.710757087551485;0.9024025580964651;0.7946173839106601;3.166423201560974
bow-rating-sentiment1;True;False;False;False;True;False;False;True;False;comment;0.7325443586587479;0.8812954749201966;0.7992040044908773;3.88052659034729
bow-rating-tense-sentiment1;True;False;False;False;True;False;True;True;False;comment;0.6860432379479064;0.8900822948218238;0.7739527348907658;3.958553099632263
bigram-rating-sentiment1;False;True;False;False;True;False;False;True;False;comment;0.9625700774184024;0.6179349461803769;0.7520085560170575;0.5406091213226318
bigram-lemmatize-remove_stopwords-rating-tense-sentiment2;False;True;True;True;True;False;True;False;True;stopwords_removal_lemmatization;0.8914575054078148;0.7138610936795153;0.7917960168515549;0.4489879608154297
bow-bigram-tense-sentiment1;True;True;False;False;False;False;True;True;False;comment;0.8832324724762495;0.7765665240263271;0.8260131370122675;4.347989535331726
bow-bigram-lemmatize-rating-tense;True;True;True;False;True;False;True;False;False;lemmatized_comment;0.8947664957515545;0.7689637359062311;0.8263528689169087;3.3107051134109495
bow-bigram-remove_stopwords-rating-tense-sentiment1;True;True;False;True;True;False;True;True;False;stopwords_removal;0.8692800613938086;0.8081668794168795;0.836890772138214;3.399953770637512
bow-lemmatize-remove_stopwords-rating-tense-sentiment1;True;False;True;True;True;False;True;True;False;stopwords_removal_lemmatization;0.7241437288760728;0.8924993497022401;0.7982640438698124;2.608978796005249
bow-lemmatize-remove_stopwords-rating-tense-sentiment2;True;False;True;True;True;False;True;False;True;stopwords_removal_lemmatization;0.774233901928171;0.8706584946922638;0.8189944871344063;2.615808606147766
